id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	DOI_AOU	DOI	PMID	AOU	PUBMED	PMID_PUBMED	MERGED_BY_PMID	MERGED_BY_DOI	DATA_PUBMED
unige:100203	2017	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1073/pnas.1706643114	10.1073/PNAS.1706643114	28716905	1	1	28716905	0	1	1
unige:100208	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3324/haematol.2017.170381	10.3324/HAEMATOL.2017.170381	28550190	1	1	28550190	1	0	1
unige:100208	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3324/haematol.2017.170381	10.3324/HAEMATOL.2017.170381	28550190	1	1	28550190	0	1	1
unige:100216	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-160092	10.3233/JAD-160092	27567817	1	1	27567817	1	0	1
unige:100216	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-160092	10.3233/JAD-160092	27567817	1	1	27567817	0	1	1
unige:100217	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12916-016-0719-y	10.1186/S12916-016-0719-Y	27806707	1	1	27806707	1	0	1
unige:100217	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12916-016-0719-y	10.1186/S12916-016-0719-Y	27806707	1	1	27806707	0	1	1
unige:100218	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1097/WAD.0000000000000185	10.1097/WAD.0000000000000185	28079535	1	1	28079535	0	1	1
unige:100218	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1097/WAD.0000000000000185	10.1097/WAD.0000000000000185	28079535	1	1	28079535	1	0	1
unige:100221	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fnagi.2017.00050	10.3389/FNAGI.2017.00050	28326035	1	1	28326035	1	0	1
unige:100221	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fnagi.2017.00050	10.3389/FNAGI.2017.00050	28326035	1	1	28326035	0	1	1
unige:100222	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.dadm.2017.05.007	10.1016/J.DADM.2017.05.007	28761927	1	1	28761927	1	0	1
unige:100222	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.dadm.2017.05.007	10.1016/J.DADM.2017.05.007	28761927	1	1	28761927	0	1	1
unige:100252	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/jon.12311	10.1111/JON.12311	26514230	1	1	26514230	0	1	0
unige:100252	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/jon.12311	10.1111/JON.12311	26514230	1	1	26514230	1	0	0
unige:100259	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/S1473-3099(16)00077-3	10.1016/S1473-3099(16)00077-3	27020309	1	1	27020309	0	1	1
unige:100259	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/S1473-3099(16)00077-3	10.1016/S1473-3099(16)00077-3	27020309	1	1	27020309	1	0	1
unige:100260	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/infdis/jiw254	10.1093/INFDIS/JIW254	27443613	1	1	27443613	1	0	1
unige:100260	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/infdis/jiw254	10.1093/INFDIS/JIW254	27443613	1	1	27443613	0	1	1
unige:100262	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Article scientifique	10.1038/srep17886	10.1038/SREP17886	26643939	1	1	26643939	1	0	1
unige:100262	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Article scientifique	10.1038/srep17886	10.1038/SREP17886	26643939	1	1	26643939	0	1	1
unige:100263	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1108/IJPH-04-2015-0009	10.1108/IJPH-04-2015-0009	26933991	1	1	26933991	1	0	1
