date	id	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	BIOMED_DATA	BIOMED_NOT_DATA	NOT_DATA	ALL
1905	unige:169672unige:169800unige:169817unige:170156unige:170158unige:170161unige:170162unige:106425unige:109201unige:109256unige:109867unige:109878unige:111423unige:141577unige:157099unige:157644unige:163421	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	LivreThèseThèseArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèse	0	4	17	17
1906	unige:169666unige:169818unige:169819unige:169820unige:169914unige:170151unige:174360unige:75007unige:108946unige:109250unige:109459unige:109460unige:110336unige:110906unige:111821unige:138338unige:138342unige:138343unige:138397unige:138438unige:138439unige:141604unige:141990unige:142138unige:142139unige:144298unige:146034unige:154366	5	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	LivreLivreArticle scientifiqueArticle scientifiqueThèseThèseArticle scientifiqueLivreArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèse	0	5	28	28
1907	unige:106424unige:109252unige:109539unige:111427unige:113762unige:138322unige:141578unige:142090unige:142137unige:147928unige:163341unige:164448	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueContribution à un dictionnaire / une encyclopédieArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	4	12	12
1908	unige:169669unige:169799unige:109464unige:109540unige:109882unige:111424unige:111490unige:138404unige:138435unige:138436unige:141576unige:141994unige:144299unige:145221unige:150229unige:163264unige:164625unige:164765unige:165046unige:165049unige:165050	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseArticle scientifiqueChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	3	21	21
1909	unige:651unige:101321unige:107478unige:111481unige:132608unige:138419unige:138429unige:138431unige:138432unige:138433unige:138434unige:143403unige:144297unige:150053unige:150230unige:154365unige:159723unige:163263unige:163569unige:163801unige:164624unige:164918unige:165055	4	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	LivreThèseArticle scientifiqueArticle professionnelThèse de privat-docentChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	4	22	23
1910	unige:169806unige:176457unige:101495unige:109458unige:110329unige:111425unige:111426unige:111503unige:113774unige:120577unige:138323unige:138420unige:138428unige:138430unige:144941unige:147591unige:147846unige:148083unige:149342unige:150073unige:164762	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	ThèseArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	5	21	21
1911	unige:75009unige:94815unige:652unige:106675unige:108355unige:108680unige:109096unige:109204unige:109255unige:109327unige:111668unige:120578unige:138443unige:138444unige:138445unige:142136unige:163202unige:163420unige:163799unige:163800	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	LivreThèseLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifique	0	9	20	20
1912	unige:94666unige:94668unige:94671unige:101496unige:106594unige:108877unige:108939unige:109085unige:109091unige:109203unige:109321unige:109455unige:111473unige:111502unige:111504unige:111688unige:111879unige:127430unige:127770unige:127771unige:138452unige:148405unige:150901unige:157487unige:163203	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesLivre	0	14	25	25
1913	unige:169930unige:107477unige:108679unige:109205unige:109206unige:109207unige:109254unige:109337unige:109862unige:109884unige:111475unige:111477unige:127763unige:127764unige:127765unige:127766unige:127767unige:127768unige:127769unige:127772unige:127875unige:127876unige:138423unige:148404unige:151422unige:163262unige:164447	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	ThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre d'actesNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueLivreArticle scientifiqueThèseArticle scientifiqueLivre	0	9	27	27
1914	unige:169804unige:169929unige:170020unige:170247unige:170395unige:94667unige:94670unige:106395unige:106432unige:108602unige:108931unige:109110unige:109253unige:109454unige:109618unige:109654unige:109656unige:111660unige:127877unige:127878unige:127879unige:128137unige:128138unige:128139unige:128141unige:128706unige:148403unige:150054unige:163333unige:164066	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivre	0	6	30	30
1915	unige:169803unige:101320unige:106391unige:106430unige:106431unige:108882unige:108883unige:109080unige:109084unige:109545unige:128142unige:128143unige:128144unige:128145unige:138451unige:141720unige:141992unige:146031unige:146032unige:148729unige:150727unige:150738unige:150739unige:150889unige:150904unige:163568	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèse	0	10	26	26
1916	unige:169671unige:170317unige:170410unige:75010unige:101492unige:106593unige:108881unige:108940unige:128140unige:128147unige:128148unige:128149unige:138453unige:143362unige:143470unige:144300unige:150057unige:150883unige:151342unige:159734unige:160494unige:160502unige:160507unige:160509unige:160510unige:160511unige:160512unige:160513	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseLivreThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueNuméro de revueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	5	28	28
1917	unige:169928unige:170290unige:170293unige:170412unige:107485unige:109885unige:111506unige:113777unige:128168unige:128171unige:128482unige:141991unige:143776unige:143788unige:144303unige:148762unige:148763unige:149768unige:149769unige:150740unige:150741unige:154543unige:155265unige:159736unige:160504unige:160505unige:160506unige:160508unige:160517unige:162012unige:163798unige:163940	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèse	0	3	32	32
1918	unige:94669unige:106420unige:106429unige:106590unige:128300unige:128483unige:128484unige:128485unige:138330unige:150886unige:154940unige:155262unige:162009unige:162023unige:162024unige:162025unige:163796unige:163797	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelNuméro de revueNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueAutre articleArticle scientifique	0	3	18	18
1919	unige:170013unige:94794unige:94795unige:94796unige:101485unige:106427unige:106428unige:107793unige:109401unige:128486unige:128488unige:128489unige:136276unige:136278unige:146012unige:157101unige:162022unige:163334	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	ThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	4	18	18
1920	unige:169926unige:170291unige:170414unige:177143unige:94792unige:94793unige:94816unige:94817unige:101301unige:106421unige:106587unige:106588unige:109193unige:109195unige:113776unige:128697unige:128704unige:128705unige:136275unige:136649unige:136652unige:136655unige:138450unige:150071unige:150684unige:150718unige:150887unige:150888unige:151036unige:151038unige:154936unige:154937unige:159511unige:162010unige:162019unige:162020unige:162021	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueNuméro de revueNuméro de revueNuméro de revueArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	9	37	37
1921	unige:170292unige:170319unige:170320unige:170394unige:170396unige:177142unige:94855unige:94856unige:101489unige:106478unige:106479unige:106480unige:106481unige:107641unige:109886unige:110482unige:111662unige:128856unige:136065unige:136066unige:136644unige:136646unige:137011unige:137014unige:138316unige:150900unige:150902unige:159501unige:159502unige:159503unige:159504unige:159508unige:159509unige:159510unige:159732	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueNuméro de revueArticle scientifiqueArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	6	35	35
1922	unige:169924unige:170015unige:170294unige:170295unige:170296unige:170318unige:170415unige:170416unige:177137unige:177140unige:177141unige:94857unige:94859unige:94865unige:106394unige:106589unige:109260unige:109261unige:109544unige:109644unige:110902unige:110903unige:111432unige:111436unige:128857unige:136957unige:136992unige:137012unige:137013unige:138234unige:138331unige:148770unige:150777unige:150803unige:150805unige:150972unige:159724unige:159730unige:159731unige:163786	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseThèseThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueNuméro de revueArticle scientifiqueThèseArticle professionnelArticle professionnelArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	11	40	40
1923	unige:169913unige:170016unige:177138unige:177139unige:37226unige:93534unige:94862unige:94863unige:94864unige:109191unige:110481unige:129074unige:136063unige:136064unige:136964unige:136965unige:138321unige:149614unige:150743unige:151473unige:151484unige:157100unige:159637unige:159640unige:159641unige:159726unige:159727unige:159728	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseArticle scientifiqueArticle scientifiqueLivreThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseNuméro de revueArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	1	28	28
1924	unige:169931unige:170021unige:177135unige:177136unige:93535unige:94861unige:109192unige:109404unige:109405unige:112105unige:128868unige:136062unige:138301unige:144302unige:147927unige:148759unige:149346unige:150070unige:150668unige:150810unige:151459unige:151483unige:157465unige:159344unige:159638unige:159639unige:159721unige:163337	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesNuméro de revueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueAutre articleArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	3	28	28
1925	unige:170017unige:94849unige:94853unige:94854unige:94858unige:101491unige:109852unige:109856unige:109858unige:111474unige:128873unige:136962unige:137008unige:137009unige:137010unige:137999unige:138294unige:138422unige:141570unige:148549unige:149770unige:150068unige:150069unige:150779unige:150899unige:151145unige:157247unige:159269unige:159270unige:159725unige:163785unige:163813	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	ThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesNuméro de revueArticle scientifiqueArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre d'actesThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueAutre article	0	2	32	32
1926	unige:101333unige:108869unige:109251unige:109849unige:129007unige:136059unige:136060unige:136061unige:137007unige:137301unige:137302unige:138247unige:138248unige:138249unige:138250unige:138318unige:138442unige:147593unige:149775unige:150065unige:150067unige:150731unige:150780unige:150781unige:150782unige:150786unige:150809unige:159425unige:159426unige:159427unige:159428unige:164064	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	ThèseChapitre d'actesArticle professionnelArticle scientifiqueNuméro de revueArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivre	0	2	32	32
1927	unige:75012unige:94847unige:94860unige:105163unige:106617unige:107791unige:108337unige:108356unige:109328unige:109334unige:109810unige:110328unige:110337unige:111392unige:111478unige:111496unige:111497unige:129077unige:143616unige:146010unige:146011unige:150062unige:150063unige:150064unige:150514unige:150783unige:150784unige:150787unige:150788unige:150789unige:150804unige:150898unige:151173unige:159271unige:159341unige:159342unige:159424unige:163342unige:163944	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	LivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueNuméro de revueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreChapitre de livre	0	13	39	39
1928	unige:105161unige:105162unige:106392unige:106397unige:106418unige:106615unige:106616unige:107792unige:109105unige:110323unige:111484unige:111485unige:111486unige:111498unige:111819unige:111878unige:112116unige:120453unige:129008unige:137263unige:137300unige:138341unige:149772unige:150061unige:151482unige:156177unige:158507unige:159350unige:159351unige:159352unige:161939unige:161940unige:161941	15	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueChapitre d'actesArticle professionnelArticle scientifiqueArticle professionnelNuméro de revueArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	15	33	33
1929	unige:169982unige:170019unige:172665unige:93536unige:93537unige:93538unige:93539unige:93540unige:93541unige:106019unige:106031unige:106032unige:106401unige:106586unige:107790unige:109258unige:109329unige:109938unige:111489unige:111499unige:112112unige:129079unige:136058unige:137285unige:137295unige:137296unige:137297unige:137298unige:137299unige:138333unige:138441unige:148756unige:148757unige:148758unige:150051unige:150052unige:150058unige:151540unige:157501unige:159346unige:159347unige:159348unige:159349unige:161938unige:161960unige:161961unige:161962	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseArticle scientifiqueThèseThèseThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelNuméro de revueArticle professionnelChapitre d'actesArticle scientifiqueArticle professionnelArticle professionnelArticle professionnelArticle professionnelChapitre d'actesArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	11	47	47
1930	unige:170014unige:92838unige:92839unige:92840unige:92841unige:92842unige:92843unige:92844unige:101493unige:106101unige:106102unige:106103unige:106104unige:107481unige:109188unige:109197unige:109452unige:109949unige:110002unige:110004unige:111391unige:111482unige:111483unige:111500unige:129009unige:137294unige:148874unige:149767unige:154640unige:159345unige:161955unige:161958unige:161959unige:162065unige:163780unige:163784unige:163807unige:164061	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	ThèseThèseThèseThèseThèseThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelNuméro de revueArticle professionnelArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	9	38	38
1931	unige:169984unige:75013unige:92845unige:92846unige:106099unige:106100unige:106477unige:108358unige:109208unige:109465unige:109865unige:109941unige:109942unige:110201unige:110203unige:111433unige:111829unige:129010unige:137292unige:137293unige:137396unige:138296unige:138392unige:138421unige:141913unige:147929unige:147930unige:148728unige:148760unige:148761unige:149352unige:149771unige:151514unige:161950unige:161951unige:161952unige:161953unige:161954unige:164054	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	ThèseLivreThèseThèseArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre d'actesArticle scientifiqueArticle scientifiqueNuméro de revueArticle professionnelArticle professionnelArticle scientifiqueChapitre de livreLivreChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivre	0	8	39	39
1932	unige:169951unige:36985unige:98643unige:100743unige:106585unige:109304unige:109543unige:109811unige:109887unige:110001unige:110003unige:110409unige:110483unige:110484unige:111822unige:111824unige:111825unige:111827unige:111828unige:129011unige:137272unige:137288unige:137289unige:137290unige:137291unige:138244unige:138315unige:142135unige:142141unige:150050unige:150673unige:150807unige:150808unige:150881unige:150893unige:150894unige:150895unige:150896unige:150897unige:151020unige:151023unige:157470unige:157477unige:161856unige:161949	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	ThèseLivreThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseThèseChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesArticle scientifiqueNuméro de revueArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle professionnelArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	12	45	45
